transaction_id,customer_id,transaction_date,transaction_status,coupon_name,burn_date,branch_id,days_to_burn,join_date,city_id,gender_id,city_name,gender_name,merchant_id,merchant_name
222,375,2023-02-06,burned,DHE-579,2023-04-05,2,58.0,2023-01-25,16,2,Minya,Female,18,Lewis LLC
223,8,2024-04-10,subscribed,Mfx-161,,7,,2024-02-26,11,1,Ismailia,Male,7,Berry-Anderson
224,341,2022-12-16,burned,zme-812,2023-02-17,6,63.0,2021-10-27,11,1,Ismailia,Male,15,Butler-Gomez
225,129,2024-05-16,burned,ZZb-928,2024-08-07,5,83.0,2024-02-03,11,2,Ismailia,Female,9,"Campbell, Shaffer and Martinez"
226,776,2024-05-03,subscribed,HBe-858,,4,,2022-01-08,12,1,Fayyum,Male,15,Butler-Gomez
227,669,2024-07-03,subscribed,cld-714,,4,,2024-05-15,19,2,Qena,Female,15,Butler-Gomez
228,352,2024-01-10,burned,jyk-031,2024-02-10,6,31.0,2023-07-21,20,2,Sohag,Female,15,Butler-Gomez
229,358,2023-09-29,subscribed,CpK-904,,4,,2023-03-21,13,1,Zagazig,Male,15,Butler-Gomez
230,517,2024-07-11,burned,csG-463,2024-08-06,5,26.0,2024-06-23,5,2,Port Said,Female,9,"Campbell, Shaffer and Martinez"
231,495,2023-06-25,subscribed,AXB-570,,6,,2022-02-26,14,1,Damietta,Male,15,Butler-Gomez
232,86,2024-05-08,subscribed,NNo-770,,5,,2022-09-30,3,1,Giza,Male,9,"Campbell, Shaffer and Martinez"
233,175,2024-05-09,subscribed,XSg-990,,7,,2023-10-18,5,2,Port Said,Female,7,Berry-Anderson
234,802,2023-01-14,burned,DeW-939,2023-02-04,9,21.0,2021-07-20,11,1,Ismailia,Male,13,Thomas-Nelson
235,193,2023-03-30,subscribed,khN-045,,10,,2022-09-21,1,1,Cairo,Male,13,Thomas-Nelson
236,311,2022-10-24,burned,nfe-030,2022-12-28,7,65.0,2022-10-14,8,2,El-Mahalla El-Kubra,Female,7,Berry-Anderson
237,119,2022-11-22,subscribed,mrV-853,,7,,2022-05-21,13,1,Zagazig,Male,7,Berry-Anderson
238,218,2022-11-16,burned,EgP-683,2023-01-18,4,63.0,2021-08-05,16,1,Minya,Male,15,Butler-Gomez
239,427,2023-10-02,subscribed,Ydh-056,,1,,2022-12-24,11,2,Ismailia,Female,11,"Smith, Lawson and Hernandez"
240,970,2022-05-27,burned,xrA-525,2022-07-28,8,62.0,2022-03-24,5,2,Port Said,Female,20,Griffin-Leblanc
241,414,2023-12-28,burned,jjV-855,2024-01-31,4,34.0,2023-10-02,18,2,Beni Suef,Female,15,Butler-Gomez
242,114,2024-06-18,burned,WGT-603,2024-08-26,1,69.0,2024-06-04,7,2,Mansoura,Female,11,"Smith, Lawson and Hernandez"
243,978,2024-04-07,burned,vih-339,2024-06-18,5,72.0,2023-10-13,8,1,El-Mahalla El-Kubra,Male,9,"Campbell, Shaffer and Martinez"
244,145,2022-05-10,burned,bDK-223,2022-07-20,8,71.0,2021-11-01,20,2,Sohag,Female,20,Griffin-Leblanc
245,538,2024-07-10,burned,NjF-195,2024-09-03,4,55.0,2024-05-17,13,2,Zagazig,Female,15,Butler-Gomez
246,648,2024-04-29,subscribed,Jkg-419,,8,,2022-03-02,12,1,Fayyum,Male,20,Griffin-Leblanc
247,303,2023-08-10,burned,joR-411,2023-08-18,8,8.0,2023-05-05,8,1,El-Mahalla El-Kubra,Male,20,Griffin-Leblanc
248,744,2024-05-20,burned,okY-486,2024-05-30,3,10.0,2022-10-14,14,2,Damietta,Female,8,Medina-Foster
249,881,2023-06-23,burned,sCI-852,2023-08-16,9,54.0,2023-05-20,10,2,Asyut,Female,13,Thomas-Nelson
250,588,2024-06-06,subscribed,AqL-699,,3,,2023-05-25,1,1,Cairo,Male,8,Medina-Foster
251,987,2023-10-12,subscribed,qAd-918,,1,,2022-08-04,19,2,Qena,Female,11,"Smith, Lawson and Hernandez"
252,840,2024-06-17,subscribed,ejf-979,,2,,2023-02-26,10,2,Asyut,Female,18,Lewis LLC
253,345,2022-07-11,burned,vNa-765,2022-07-29,6,18.0,2022-07-01,12,1,Fayyum,Male,15,Butler-Gomez
254,814,2023-05-07,subscribed,wey-664,,10,,2022-06-13,13,2,Zagazig,Female,13,Thomas-Nelson
255,964,2024-02-19,subscribed,xrW-056,,2,,2024-01-20,11,2,Ismailia,Female,18,Lewis LLC
256,801,2024-02-14,burned,EbE-410,2024-03-16,6,31.0,2022-03-09,20,1,Sohag,Male,15,Butler-Gomez
257,1,2022-09-19,burned,krI-075,2022-11-05,1,47.0,2022-01-08,7,1,Mansoura,Male,11,"Smith, Lawson and Hernandez"
258,147,2024-07-02,subscribed,ajY-525,,1,,2024-06-19,9,1,Tanta,Male,11,"Smith, Lawson and Hernandez"
259,287,2023-11-17,burned,OtP-914,2024-01-04,5,48.0,2022-03-11,12,1,Fayyum,Male,9,"Campbell, Shaffer and Martinez"
260,976,2024-02-05,burned,qIS-665,2024-04-24,10,79.0,2023-11-20,19,2,Qena,Female,13,Thomas-Nelson
261,654,2023-12-07,burned,Bpt-338,2024-01-03,9,27.0,2021-10-18,15,2,Aswan,Female,13,Thomas-Nelson
262,53,2024-01-06,burned,DBB-896,2024-01-21,8,15.0,2023-02-24,2,2,Alexandria,Female,20,Griffin-Leblanc
263,304,2023-03-05,subscribed,HHK-672,,3,,2022-05-20,14,2,Damietta,Female,8,Medina-Foster
264,69,2024-02-26,burned,huc-784,2024-03-14,3,17.0,2023-11-02,13,1,Zagazig,Male,8,Medina-Foster
265,361,2024-04-09,subscribed,dcX-280,,1,,2024-04-02,19,2,Qena,Female,11,"Smith, Lawson and Hernandez"
266,602,2024-03-19,subscribed,PlX-456,,3,,2024-01-23,18,2,Beni Suef,Female,8,Medina-Foster
267,958,2024-06-19,subscribed,gyF-487,,1,,2022-06-23,13,2,Zagazig,Female,11,"Smith, Lawson and Hernandez"
268,220,2024-01-09,subscribed,ESP-847,,8,,2023-12-01,20,1,Sohag,Male,20,Griffin-Leblanc
269,962,2022-06-16,burned,MSo-818,2022-07-15,1,29.0,2021-10-17,15,2,Aswan,Female,11,"Smith, Lawson and Hernandez"
270,704,2024-02-29,burned,sjI-008,2024-03-15,5,15.0,2023-06-06,3,2,Giza,Female,9,"Campbell, Shaffer and Martinez"
271,966,2023-09-30,burned,lyT-473,2023-10-25,9,25.0,2022-10-13,12,1,Fayyum,Male,13,Thomas-Nelson
272,575,2023-10-14,subscribed,Ldb-221,,7,,2021-10-07,16,1,Minya,Male,7,Berry-Anderson
273,585,2023-02-07,subscribed,MbN-878,,4,,2022-04-24,4,1,Shubra El-Kheima,Male,15,Butler-Gomez
274,161,2023-10-05,subscribed,lSC-579,,9,,2023-02-23,17,1,Damanhur,Male,13,Thomas-Nelson
275,681,2024-07-04,burned,QUB-277,2024-10-01,9,89.0,2024-06-24,17,1,Damanhur,Male,13,Thomas-Nelson
276,89,2022-11-11,subscribed,qoi-946,,2,,2022-01-19,5,2,Port Said,Female,18,Lewis LLC
277,688,2023-10-16,burned,mzZ-061,2023-11-06,10,21.0,2023-09-02,2,2,Alexandria,Female,13,Thomas-Nelson
278,781,2023-03-30,burned,ISA-587,2023-04-21,10,22.0,2022-12-02,6,1,Suez,Male,13,Thomas-Nelson
279,585,2023-07-12,burned,mOD-124,2023-07-26,6,14.0,2022-04-24,4,1,Shubra El-Kheima,Male,15,Butler-Gomez
280,757,2024-03-05,burned,IgL-224,2024-05-28,4,84.0,2023-10-12,7,2,Mansoura,Female,15,Butler-Gomez
281,589,2024-05-06,subscribed,vmz-404,,8,,2023-09-26,20,1,Sohag,Male,20,Griffin-Leblanc
282,159,2024-07-05,burned,uJN-157,2024-07-17,7,12.0,2024-06-13,9,1,Tanta,Male,7,Berry-Anderson
283,489,2023-09-17,subscribed,XxF-690,,7,,2022-06-07,4,2,Shubra El-Kheima,Female,7,Berry-Anderson
284,971,2024-03-13,burned,wnY-417,2024-06-02,10,81.0,2023-08-29,5,2,Port Said,Female,13,Thomas-Nelson
285,324,2024-06-07,subscribed,CDj-152,,9,,2024-05-09,20,1,Sohag,Male,13,Thomas-Nelson
286,610,2023-11-14,subscribed,jDQ-006,,5,,2022-10-19,11,2,Ismailia,Female,9,"Campbell, Shaffer and Martinez"
287,381,2023-04-08,burned,phE-486,2023-04-11,6,3.0,2022-06-03,19,2,Qena,Female,15,Butler-Gomez
288,102,2024-06-24,burned,zFj-287,2024-08-08,1,45.0,2024-06-16,12,1,Fayyum,Male,11,"Smith, Lawson and Hernandez"
289,494,2023-06-30,burned,Skh-801,2023-09-13,6,75.0,2022-09-18,7,1,Mansoura,Male,15,Butler-Gomez
290,644,2023-10-23,subscribed,KrM-018,,2,,2023-07-26,7,1,Mansoura,Male,18,Lewis LLC
291,614,2024-04-04,burned,wpK-232,2024-04-15,6,11.0,2022-03-12,2,2,Alexandria,Female,15,Butler-Gomez
292,19,2024-02-04,burned,Rrd-461,2024-02-13,9,9.0,2022-11-26,12,1,Fayyum,Male,13,Thomas-Nelson
293,454,2023-04-23,subscribed,sNL-474,,8,,2022-06-16,3,1,Giza,Male,20,Griffin-Leblanc
294,482,2023-08-26,burned,VPq-047,2023-11-23,9,89.0,2022-03-18,19,1,Qena,Male,13,Thomas-Nelson
295,594,2024-04-02,subscribed,lYf-256,,10,,2024-01-30,3,1,Giza,Male,13,Thomas-Nelson
296,397,2023-12-11,burned,kBh-693,2024-01-04,8,24.0,2023-08-30,10,1,Asyut,Male,20,Griffin-Leblanc
297,279,2023-04-16,subscribed,rny-837,,3,,2022-04-10,1,2,Cairo,Female,8,Medina-Foster
298,851,2023-09-17,subscribed,ecc-507,,8,,2022-07-20,9,2,Tanta,Female,20,Griffin-Leblanc
299,365,2024-02-06,burned,gDy-246,2024-03-14,6,37.0,2023-04-01,9,2,Tanta,Female,15,Butler-Gomez
300,331,2024-02-01,subscribed,MBs-638,,6,,2022-10-06,19,1,Qena,Male,15,Butler-Gomez
301,641,2023-08-24,burned,aZr-805,2023-10-26,6,63.0,2023-05-16,8,2,El-Mahalla El-Kubra,Female,15,Butler-Gomez
302,344,2022-04-27,burned,KCQ-217,2022-07-01,3,65.0,2022-02-11,8,2,El-Mahalla El-Kubra,Female,8,Medina-Foster
303,822,2024-07-10,subscribed,ovq-458,,10,,2024-06-14,20,2,Sohag,Female,13,Thomas-Nelson
304,455,2024-04-26,burned,lms-900,2024-06-10,1,45.0,2024-03-09,16,1,Minya,Male,11,"Smith, Lawson and Hernandez"
305,601,2024-07-03,subscribed,eZW-477,,4,,2024-03-09,10,2,Asyut,Female,15,Butler-Gomez
306,725,2024-02-23,subscribed,DsQ-458,,10,,2021-11-18,16,2,Minya,Female,13,Thomas-Nelson
307,655,2024-03-07,subscribed,qNJ-504,,6,,2024-03-04,15,2,Aswan,Female,15,Butler-Gomez
308,65,2024-05-03,subscribed,IbS-983,,10,,2021-12-08,8,1,El-Mahalla El-Kubra,Male,13,Thomas-Nelson
309,76,2024-01-01,subscribed,aVQ-738,,2,,2022-10-28,1,2,Cairo,Female,18,Lewis LLC
310,711,2024-05-26,subscribed,xtA-015,,7,,2023-09-15,6,2,Suez,Female,7,Berry-Anderson
311,143,2024-06-06,subscribed,fYW-435,,7,,2024-01-29,1,2,Cairo,Female,7,Berry-Anderson
312,917,2024-06-02,subscribed,bSe-980,,4,,2024-03-29,6,1,Suez,Male,15,Butler-Gomez
313,915,2024-01-10,burned,VTK-998,2024-03-10,4,60.0,2023-07-06,7,2,Mansoura,Female,15,Butler-Gomez
314,828,2024-06-30,burned,MMZ-476,2024-09-22,1,84.0,2024-01-12,6,1,Suez,Male,11,"Smith, Lawson and Hernandez"
315,605,2024-06-19,subscribed,DPi-017,,2,,2024-05-26,1,2,Cairo,Female,18,Lewis LLC
316,473,2023-11-11,burned,VdK-221,2023-11-11,9,0.0,2022-11-21,4,2,Shubra El-Kheima,Female,13,Thomas-Nelson
317,417,2023-03-25,burned,rkJ-741,2023-03-27,10,2.0,2023-01-08,1,1,Cairo,Male,13,Thomas-Nelson
318,305,2022-07-27,burned,OeU-050,2022-08-09,8,13.0,2022-04-09,18,1,Beni Suef,Male,20,Griffin-Leblanc
319,736,2024-06-17,burned,mgh-932,2024-08-23,8,67.0,2024-04-19,14,1,Damietta,Male,20,Griffin-Leblanc
320,497,2024-07-02,burned,SJx-262,2024-09-25,9,85.0,2024-06-24,3,1,Giza,Male,13,Thomas-Nelson
321,291,2022-11-30,burned,kHT-522,2023-01-25,7,56.0,2022-11-02,9,2,Tanta,Female,7,Berry-Anderson
322,940,2023-08-27,subscribed,GaV-856,,9,,2022-07-18,2,1,Alexandria,Male,13,Thomas-Nelson
323,102,2024-07-05,burned,mIC-769,2024-09-25,10,82.0,2024-06-16,12,1,Fayyum,Male,13,Thomas-Nelson
324,986,2023-12-28,burned,eBI-984,2024-02-10,2,44.0,2023-09-23,1,2,Cairo,Female,18,Lewis LLC
325,267,2023-04-24,burned,eQD-434,2023-07-18,6,85.0,2021-08-07,16,1,Minya,Male,15,Butler-Gomez
326,867,2024-06-12,burned,ZHG-189,2024-07-17,3,35.0,2023-11-03,1,1,Cairo,Male,8,Medina-Foster
327,968,2022-09-09,subscribed,VdP-929,,6,,2021-08-10,16,1,Minya,Male,15,Butler-Gomez
328,622,2023-02-23,subscribed,qjp-900,,3,,2023-02-05,5,2,Port Said,Female,8,Medina-Foster
329,974,2023-07-10,subscribed,kuA-795,,8,,2021-08-13,17,2,Damanhur,Female,20,Griffin-Leblanc
330,842,2022-08-14,subscribed,xNS-732,,4,,2022-02-08,2,1,Alexandria,Male,15,Butler-Gomez
331,962,2021-12-30,burned,YqJ-714,2022-02-09,10,41.0,2021-10-17,15,2,Aswan,Female,13,Thomas-Nelson
332,942,2023-11-12,subscribed,xji-720,,6,,2023-08-14,19,1,Qena,Male,15,Butler-Gomez
333,777,2024-06-16,subscribed,Baw-697,,9,,2023-11-18,19,1,Qena,Male,13,Thomas-Nelson
334,3,2024-07-05,subscribed,JZK-100,,2,,2023-05-14,15,1,Aswan,Male,18,Lewis LLC
335,85,2022-05-27,subscribed,IMN-488,,2,,2021-07-29,8,1,El-Mahalla El-Kubra,Male,18,Lewis LLC
336,794,2023-03-26,burned,bHi-746,2023-05-26,7,61.0,2022-09-11,3,1,Giza,Male,7,Berry-Anderson
337,328,2024-04-16,subscribed,Htp-029,,2,,2024-04-13,16,1,Minya,Male,18,Lewis LLC
338,816,2022-09-09,burned,Lcd-896,2022-10-06,2,27.0,2022-03-24,5,1,Port Said,Male,18,Lewis LLC
339,450,2024-06-24,subscribed,ukx-769,,4,,2024-01-09,5,1,Port Said,Male,15,Butler-Gomez
340,454,2023-10-09,burned,QjH-585,2023-11-11,9,33.0,2022-06-16,3,1,Giza,Male,13,Thomas-Nelson
341,924,2024-01-23,burned,IWJ-792,2024-04-06,8,74.0,2023-04-27,5,1,Port Said,Male,20,Griffin-Leblanc
342,629,2024-07-08,subscribed,fhF-410,,2,,2024-04-18,19,1,Qena,Male,18,Lewis LLC
343,221,2023-05-13,subscribed,xIL-251,,8,,2022-12-31,17,2,Damanhur,Female,20,Griffin-Leblanc
344,154,2024-07-06,subscribed,she-788,,4,,2024-07-04,1,2,Cairo,Female,15,Butler-Gomez
345,665,2023-08-11,subscribed,zaJ-028,,2,,2023-05-07,18,1,Beni Suef,Male,18,Lewis LLC
346,12,2023-11-26,burned,OZM-723,2024-02-02,10,68.0,2023-03-03,3,1,Giza,Male,13,Thomas-Nelson
347,133,2023-08-27,burned,ZAz-803,2023-11-06,7,71.0,2023-05-25,19,2,Qena,Female,7,Berry-Anderson
348,994,2024-04-11,subscribed,wZn-351,,6,,2023-02-18,20,2,Sohag,Female,15,Butler-Gomez
349,304,2023-04-15,subscribed,sLt-799,,10,,2022-05-20,14,2,Damietta,Female,13,Thomas-Nelson
350,293,2024-03-25,burned,wnA-981,2024-05-02,5,38.0,2023-08-08,17,2,Damanhur,Female,9,"Campbell, Shaffer and Martinez"
351,975,2024-05-11,subscribed,FTL-084,,1,,2023-04-12,9,2,Tanta,Female,11,"Smith, Lawson and Hernandez"
352,300,2023-05-04,burned,xim-272,2023-07-05,2,62.0,2022-07-19,18,1,Beni Suef,Male,18,Lewis LLC
353,740,2023-11-17,subscribed,yFA-412,,8,,2022-08-01,19,2,Qena,Female,20,Griffin-Leblanc
354,783,2024-01-19,burned,PNW-448,2024-03-17,1,58.0,2023-04-01,2,2,Alexandria,Female,11,"Smith, Lawson and Hernandez"
355,43,2023-04-17,burned,WLd-742,2023-06-16,3,60.0,2021-09-10,12,2,Fayyum,Female,8,Medina-Foster
356,944,2024-05-10,burned,Ryu-957,2024-05-20,2,10.0,2021-08-13,4,1,Shubra El-Kheima,Male,18,Lewis LLC
357,343,2023-08-16,burned,XYG-502,2023-11-06,5,82.0,2023-01-02,1,1,Cairo,Male,9,"Campbell, Shaffer and Martinez"
358,326,2024-07-04,burned,SOl-549,2024-08-16,4,43.0,2024-06-03,8,1,El-Mahalla El-Kubra,Male,15,Butler-Gomez
359,814,2024-05-20,subscribed,FoH-127,,7,,2022-06-13,13,2,Zagazig,Female,7,Berry-Anderson
360,498,2024-07-11,burned,ylc-485,2024-08-31,5,51.0,2024-07-11,11,1,Ismailia,Male,9,"Campbell, Shaffer and Martinez"
361,364,2023-11-20,subscribed,IYY-928,,8,,2023-07-12,5,1,Port Said,Male,20,Griffin-Leblanc
362,891,2023-12-04,burned,mKR-810,2024-02-22,4,80.0,2022-03-11,15,2,Aswan,Female,15,Butler-Gomez
363,427,2024-06-13,burned,UZG-151,2024-09-03,6,82.0,2022-12-24,11,2,Ismailia,Female,15,Butler-Gomez
364,21,2024-07-01,subscribed,CDj-386,,4,,2021-11-28,10,1,Asyut,Male,15,Butler-Gomez
365,407,2023-11-25,subscribed,gGm-386,,2,,2023-06-03,4,1,Shubra El-Kheima,Male,18,Lewis LLC
366,619,2023-07-27,subscribed,EJC-823,,1,,2023-06-14,6,1,Suez,Male,11,"Smith, Lawson and Hernandez"
367,336,2024-07-12,subscribed,yXk-802,,1,,2024-07-09,17,1,Damanhur,Male,11,"Smith, Lawson and Hernandez"
368,815,2022-10-12,burned,bmO-329,2022-11-30,8,49.0,2022-08-10,12,1,Fayyum,Male,20,Griffin-Leblanc
369,117,2023-10-24,subscribed,qTM-092,,4,,2023-06-25,15,1,Aswan,Male,15,Butler-Gomez
370,124,2023-12-23,burned,suQ-914,2024-02-06,5,45.0,2023-09-12,4,2,Shubra El-Kheima,Female,9,"Campbell, Shaffer and Martinez"
371,399,2024-06-10,subscribed,rrP-731,,8,,2024-04-17,4,1,Shubra El-Kheima,Male,20,Griffin-Leblanc
372,793,2023-09-20,subscribed,epj-018,,7,,2023-08-26,9,1,Tanta,Male,7,Berry-Anderson
373,804,2023-12-16,burned,pBr-675,2024-02-10,8,56.0,2022-10-16,15,1,Aswan,Male,20,Griffin-Leblanc
374,715,2022-11-30,burned,YYn-277,2022-12-02,8,2.0,2022-04-04,12,1,Fayyum,Male,20,Griffin-Leblanc
375,51,2024-06-29,subscribed,KFS-094,,6,,2023-11-12,8,1,El-Mahalla El-Kubra,Male,15,Butler-Gomez
376,783,2024-01-28,burned,URF-067,2024-04-03,10,66.0,2023-04-01,2,2,Alexandria,Female,13,Thomas-Nelson
377,324,2024-06-27,burned,Hlm-473,2024-08-13,2,47.0,2024-05-09,20,1,Sohag,Male,18,Lewis LLC
378,789,2024-02-20,burned,Dec-703,2024-02-28,6,8.0,2022-08-30,6,2,Suez,Female,15,Butler-Gomez
379,141,2024-02-01,burned,meb-304,2024-02-06,1,5.0,2023-05-07,11,1,Ismailia,Male,11,"Smith, Lawson and Hernandez"
380,470,2022-07-21,burned,ZBj-617,2022-09-06,1,47.0,2022-06-01,13,1,Zagazig,Male,11,"Smith, Lawson and Hernandez"
381,787,2023-10-07,burned,MNw-365,2023-12-23,3,77.0,2022-06-10,1,1,Cairo,Male,8,Medina-Foster
382,802,2022-06-07,burned,UgP-881,2022-08-06,3,60.0,2021-07-20,11,1,Ismailia,Male,8,Medina-Foster
383,334,2023-07-05,burned,CjP-072,2023-08-08,5,34.0,2022-08-14,2,2,Alexandria,Female,9,"Campbell, Shaffer and Martinez"
384,893,2023-05-12,subscribed,ihn-957,,1,,2022-01-22,17,1,Damanhur,Male,11,"Smith, Lawson and Hernandez"
385,964,2024-05-20,burned,AMQ-419,2024-06-06,10,17.0,2024-01-20,11,2,Ismailia,Female,13,Thomas-Nelson
386,373,2022-09-03,subscribed,kdi-817,,6,,2021-10-25,13,2,Zagazig,Female,15,Butler-Gomez
387,564,2024-05-16,burned,zAc-042,2024-06-11,7,26.0,2022-09-09,15,2,Aswan,Female,7,Berry-Anderson
388,494,2023-06-01,burned,SaB-386,2023-08-26,10,86.0,2022-09-18,7,1,Mansoura,Male,13,Thomas-Nelson
389,539,2023-02-18,burned,Qwj-550,2023-03-13,3,23.0,2022-04-12,13,1,Zagazig,Male,8,Medina-Foster
390,669,2024-06-27,burned,znm-080,2024-07-07,4,10.0,2024-05-15,19,2,Qena,Female,15,Butler-Gomez
391,751,2023-11-26,subscribed,HPu-780,,10,,2023-10-01,19,1,Qena,Male,13,Thomas-Nelson
392,156,2024-06-29,subscribed,DHs-157,,10,,2024-05-22,10,2,Asyut,Female,13,Thomas-Nelson
393,291,2023-01-23,burned,CWK-183,2023-03-02,10,38.0,2022-11-02,9,2,Tanta,Female,13,Thomas-Nelson
394,648,2022-07-10,subscribed,ifD-435,,10,,2022-03-02,12,1,Fayyum,Male,13,Thomas-Nelson
395,144,2023-04-22,burned,Bkt-041,2023-05-05,10,13.0,2023-03-31,1,1,Cairo,Male,13,Thomas-Nelson
396,106,2023-02-18,burned,JPd-562,2023-04-07,3,48.0,2021-08-22,3,1,Giza,Male,8,Medina-Foster
397,420,2024-07-13,subscribed,dWs-156,,1,,2022-09-24,5,2,Port Said,Female,11,"Smith, Lawson and Hernandez"
398,670,2023-03-26,subscribed,QBu-841,,8,,2022-06-08,2,2,Alexandria,Female,20,Griffin-Leblanc
399,658,2024-05-21,burned,OnX-897,2024-07-08,10,48.0,2023-09-12,2,2,Alexandria,Female,13,Thomas-Nelson
400,2,2023-05-21,burned,qPZ-662,2023-05-25,10,4.0,2023-05-02,20,2,Sohag,Female,13,Thomas-Nelson
401,945,2022-05-07,subscribed,aiy-950,,2,,2022-04-01,11,1,Ismailia,Male,18,Lewis LLC
402,589,2024-07-11,burned,MzX-262,2024-09-17,1,68.0,2023-09-26,20,1,Sohag,Male,11,"Smith, Lawson and Hernandez"
403,644,2024-05-27,subscribed,YCr-173,,8,,2023-07-26,7,1,Mansoura,Male,20,Griffin-Leblanc
404,90,2024-03-22,burned,HTX-744,2024-05-08,7,47.0,2023-02-27,10,2,Asyut,Female,7,Berry-Anderson
405,345,2023-09-25,burned,hFi-960,2023-12-01,7,67.0,2022-07-01,12,1,Fayyum,Male,7,Berry-Anderson
406,350,2024-07-10,subscribed,NWL-595,,4,,2024-05-15,6,2,Suez,Female,15,Butler-Gomez
407,459,2024-06-19,subscribed,XEG-811,,9,,2024-02-07,7,1,Mansoura,Male,13,Thomas-Nelson
408,263,2024-02-28,subscribed,POv-713,,6,,2023-06-07,7,2,Mansoura,Female,15,Butler-Gomez
409,351,2023-11-23,burned,ARz-819,2024-02-06,2,75.0,2023-08-07,13,2,Zagazig,Female,18,Lewis LLC
410,108,2024-01-24,burned,opf-584,2024-02-07,1,14.0,2022-03-02,15,2,Aswan,Female,11,"Smith, Lawson and Hernandez"
411,586,2024-07-02,burned,aoA-945,2024-08-25,1,54.0,2023-01-18,17,2,Damanhur,Female,11,"Smith, Lawson and Hernandez"
412,39,2024-03-06,burned,olm-065,2024-05-01,9,56.0,2024-02-27,2,2,Alexandria,Female,13,Thomas-Nelson
413,909,2024-07-14,subscribed,oJG-105,,4,,2023-10-10,10,2,Asyut,Female,15,Butler-Gomez
414,159,2024-07-05,burned,ZLd-057,2024-09-13,5,70.0,2024-06-13,9,1,Tanta,Male,9,"Campbell, Shaffer and Martinez"
415,583,2023-10-28,burned,ovX-949,2023-11-30,3,33.0,2023-08-03,5,2,Port Said,Female,8,Medina-Foster
416,959,2023-06-11,burned,vfV-415,2023-07-31,4,50.0,2022-04-04,8,2,El-Mahalla El-Kubra,Female,15,Butler-Gomez
417,312,2024-04-28,subscribed,MnX-694,,8,,2024-03-11,1,1,Cairo,Male,20,Griffin-Leblanc
418,241,2022-02-10,burned,uAI-022,2022-02-11,4,1.0,2021-10-21,4,1,Shubra El-Kheima,Male,15,Butler-Gomez
419,938,2023-06-21,burned,stM-905,2023-08-24,9,64.0,2022-10-17,12,2,Fayyum,Female,13,Thomas-Nelson
420,445,2024-02-18,subscribed,QiW-085,,9,,2023-05-18,13,2,Zagazig,Female,13,Thomas-Nelson
421,298,2023-05-29,burned,YAs-543,2023-08-16,6,79.0,2022-11-25,1,2,Cairo,Female,15,Butler-Gomez
422,952,2024-02-24,burned,YAa-264,2024-05-03,2,69.0,2023-10-25,6,1,Suez,Male,18,Lewis LLC
423,36,2023-12-31,subscribed,VMw-031,,10,,2023-09-29,14,1,Damietta,Male,13,Thomas-Nelson
424,84,2024-01-07,burned,JjK-552,2024-01-09,7,2.0,2022-05-28,17,1,Damanhur,Male,7,Berry-Anderson
425,452,2024-06-15,burned,ZWz-283,2024-06-29,9,14.0,2024-06-07,3,2,Giza,Female,13,Thomas-Nelson
426,886,2022-03-15,burned,yQZ-144,2022-05-15,6,61.0,2021-12-12,8,2,El-Mahalla El-Kubra,Female,15,Butler-Gomez
427,775,2024-03-30,subscribed,Xvp-804,,3,,2023-10-17,17,1,Damanhur,Male,8,Medina-Foster
428,822,2024-07-08,burned,qAm-671,2024-09-04,7,58.0,2024-06-14,20,2,Sohag,Female,7,Berry-Anderson
429,385,2023-04-21,burned,FTX-096,2023-06-07,5,47.0,2022-08-05,15,1,Aswan,Male,9,"Campbell, Shaffer and Martinez"
430,172,2024-06-10,subscribed,ins-566,,1,,2024-06-08,17,1,Damanhur,Male,11,"Smith, Lawson and Hernandez"
431,376,2023-01-05,subscribed,Tso-805,,3,,2022-01-12,7,2,Mansoura,Female,8,Medina-Foster
432,685,2023-01-29,burned,OGn-798,2023-04-02,5,63.0,2021-11-07,5,2,Port Said,Female,9,"Campbell, Shaffer and Martinez"
433,362,2024-06-25,burned,BQb-088,2024-08-17,7,53.0,2021-08-26,17,2,Damanhur,Female,7,Berry-Anderson
434,559,2023-10-25,burned,YLr-003,2023-12-21,3,57.0,2023-03-11,4,1,Shubra El-Kheima,Male,8,Medina-Foster
435,891,2022-10-02,burned,QrY-182,2022-10-08,6,6.0,2022-03-11,15,2,Aswan,Female,15,Butler-Gomez
436,141,2024-04-25,subscribed,lek-216,,5,,2023-05-07,11,1,Ismailia,Male,9,"Campbell, Shaffer and Martinez"
437,887,2024-06-23,burned,xTx-415,2024-09-20,1,89.0,2024-04-19,14,1,Damietta,Male,11,"Smith, Lawson and Hernandez"
438,918,2024-04-21,subscribed,Gfp-733,,10,,2023-09-11,1,2,Cairo,Female,13,Thomas-Nelson
439,118,2021-11-22,subscribed,cWb-042,,6,,2021-11-08,10,1,Asyut,Male,15,Butler-Gomez
440,277,2024-05-14,burned,BHZ-317,2024-08-03,8,81.0,2022-05-08,1,1,Cairo,Male,20,Griffin-Leblanc
441,726,2024-07-08,burned,vaB-184,2024-09-30,1,84.0,2024-07-08,17,1,Damanhur,Male,11,"Smith, Lawson and Hernandez"
442,220,2023-12-21,subscribed,TRS-056,,2,,2023-12-01,20,1,Sohag,Male,18,Lewis LLC
443,905,2024-05-30,subscribed,RsH-462,,4,,2023-12-22,3,1,Giza,Male,15,Butler-Gomez
